,Eid,Funding_Count,Cite-By_Count,Has_Funding,Has_Cite-By
17960,2-s2.0-85159714579,2,0,1,0
17961,2-s2.0-85147379888,106,2,1,1
17962,2-s2.0-85159847736,2,0,1,0
17963,2-s2.0-85159136632,3,0,1,0
17964,2-s2.0-85165273606,4,1,1,1
17965,2-s2.0-85167655337,0,0,0,0
17966,2-s2.0-85136546543,0,8,0,1
17967,2-s2.0-85151961205,7,2,1,1
17968,2-s2.0-85146813633,0,5,0,1
17969,2-s2.0-85165033462,5,0,1,0
17970,2-s2.0-85159371561,0,1,0,1
17971,2-s2.0-85163278797,5,0,1,0
17972,2-s2.0-85170541808,3,0,1,0
17973,2-s2.0-85146238144,3,1,1,1
17974,2-s2.0-85168598025,0,0,0,0
17975,2-s2.0-85163891606,9,1,1,1
17976,2-s2.0-85159597097,4,0,1,0
17977,2-s2.0-85160666852,3,1,1,1
17978,2-s2.0-85154565328,7,0,1,0
17979,2-s2.0-85111408415,5,11,1,1
17980,2-s2.0-85141649608,11,4,1,1
17981,2-s2.0-85160096030,4,0,1,0
17982,2-s2.0-85160206849,5,2,1,1
17983,2-s2.0-85163652404,1,0,1,0
17984,2-s2.0-85169566827,3,0,1,0
17985,2-s2.0-85164367981,5,0,1,0
17986,2-s2.0-85151067211,2,0,1,0
17987,2-s2.0-85147919614,6,2,1,1
17988,2-s2.0-85149804602,2,2,1,1
17989,2-s2.0-85146467210,0,0,0,0
17990,2-s2.0-85163993038,8,0,1,0
17991,2-s2.0-85126134360,0,1,0,1
17992,2-s2.0-85169821432,0,0,0,0
17993,2-s2.0-85089386035,5,5,1,1
17994,2-s2.0-85162743809,6,0,1,0
17995,2-s2.0-85147518299,7,0,1,0
17996,2-s2.0-85167421695,0,0,0,0
17997,2-s2.0-85149792251,2,0,1,0
17998,2-s2.0-85160461988,0,0,0,0
17999,2-s2.0-85170234352,6,0,1,0
18000,2-s2.0-85143973411,7,3,1,1
18001,2-s2.0-85169932481,13,1,1,1
18002,2-s2.0-85166950195,0,0,0,0
18003,2-s2.0-85165076456,3,0,1,0
18004,2-s2.0-85163458782,5,0,1,0
18005,2-s2.0-85151494248,0,0,0,0
18006,2-s2.0-85169125600,3,0,1,0
18007,2-s2.0-85160592370,4,0,1,0
18008,2-s2.0-85148307020,0,1,0,1
18009,2-s2.0-85156190881,2,2,1,1
18010,2-s2.0-85165278012,2,0,1,0
18011,2-s2.0-85146013516,4,7,1,1
18012,2-s2.0-85151299321,2,0,1,0
18013,2-s2.0-85149683513,3,0,1,0
18014,2-s2.0-85151134013,3,0,1,0
18015,2-s2.0-85164117220,5,0,1,0
18016,2-s2.0-85160905299,3,0,1,0
18017,2-s2.0-85149852551,0,0,0,0
18018,2-s2.0-85144091916,2,1,1,1
18019,2-s2.0-85166640317,2,0,1,0
18020,2-s2.0-85147697872,0,0,0,0
18021,2-s2.0-85162202775,3,0,1,0
18022,2-s2.0-85162171808,2,0,1,0
18023,2-s2.0-85164407949,0,0,0,0
18024,2-s2.0-85170219067,2,0,1,0
18025,2-s2.0-85161686393,5,0,1,0
18026,2-s2.0-85144906570,6,2,1,1
18027,2-s2.0-85160395711,2,0,1,0
18028,2-s2.0-85148964549,1,0,1,0
18029,2-s2.0-85145819338,3,10,1,1
18030,2-s2.0-85152588908,4,1,1,1
18031,2-s2.0-85159411633,3,0,1,0
18032,2-s2.0-85142431783,0,1,0,1
18033,2-s2.0-85166010977,5,0,1,0
18034,2-s2.0-85148008015,7,0,1,0
18035,2-s2.0-85165642664,0,0,0,0
18036,2-s2.0-85159688153,5,0,1,0
18037,2-s2.0-85154020830,3,0,1,0
18038,2-s2.0-85143280692,6,2,1,1
18039,2-s2.0-85138187650,5,3,1,1
18040,2-s2.0-85162913057,5,0,1,0
18041,2-s2.0-85148113769,16,0,1,0
18042,2-s2.0-85163364829,4,0,1,0
18043,2-s2.0-85151463939,0,0,0,0
18044,2-s2.0-85146791299,2,3,1,1
18045,2-s2.0-85141182257,0,0,0,0
18046,2-s2.0-85160517725,6,0,1,0
18047,2-s2.0-85159755950,0,0,0,0
18048,2-s2.0-85165015375,0,0,0,0
18049,2-s2.0-85168409824,1,0,1,0
18050,2-s2.0-85145957378,4,2,1,1
18051,2-s2.0-85142415116,4,3,1,1
18052,2-s2.0-85150737718,0,0,0,0
18053,2-s2.0-85152427767,3,0,1,0
18054,2-s2.0-85165625024,3,0,1,0
18055,2-s2.0-85166009742,2,0,1,0
18056,2-s2.0-85138184414,2,1,1,1
18057,2-s2.0-85152582157,0,0,0,0
18058,2-s2.0-85164930954,5,0,1,0
18059,2-s2.0-85148514519,2,0,1,0
18060,2-s2.0-85139245926,3,2,1,1
18061,2-s2.0-85146777077,6,0,1,0
18062,2-s2.0-85165982745,4,1,1,1
18063,2-s2.0-85168740767,0,0,0,0
18064,2-s2.0-85163312097,2,0,1,0
18065,2-s2.0-85169584466,0,0,0,0
18066,2-s2.0-85164706485,3,0,1,0
18067,2-s2.0-85162051065,0,2,0,1
18068,2-s2.0-85152898483,6,0,1,0
18069,2-s2.0-85144166008,4,0,1,0
18070,2-s2.0-85159668075,1,0,1,0
18071,2-s2.0-85147307835,2,1,1,1
18072,2-s2.0-85161680272,6,0,1,0
18073,2-s2.0-85168281288,5,0,1,0
18074,2-s2.0-85163397013,0,0,0,0
18075,2-s2.0-85151819885,5,0,1,0
18076,2-s2.0-85167358469,2,0,1,0
18077,2-s2.0-85164118456,1,0,1,0
18078,2-s2.0-85124069981,4,0,1,0
18079,2-s2.0-85150000644,5,14,1,1
18080,2-s2.0-85163759774,0,0,0,0
18081,2-s2.0-85149976301,3,1,1,1
18082,2-s2.0-85136701913,0,0,0,0
18083,2-s2.0-85160872299,5,2,1,1
18084,2-s2.0-85163453703,5,2,1,1
18085,2-s2.0-85158096513,6,0,1,0
18086,2-s2.0-85167789042,5,0,1,0
18087,2-s2.0-85169542313,0,0,0,0
18088,2-s2.0-85168000732,6,0,1,0
18089,2-s2.0-85146834849,7,1,1,1
18090,2-s2.0-85170577539,0,0,0,0
18091,2-s2.0-85146137005,0,2,0,1
18092,2-s2.0-85148447308,4,5,1,1
18093,2-s2.0-85125041043,2,1,1,1
18094,2-s2.0-85153953167,3,1,1,1
18095,2-s2.0-85167502905,0,0,0,0
18096,2-s2.0-85168987136,4,0,1,0
18097,2-s2.0-85151274453,0,0,0,0
18098,2-s2.0-85170040684,7,0,1,0
18099,2-s2.0-85164269530,4,1,1,1
18100,2-s2.0-85149879993,0,0,0,0
18101,2-s2.0-85130889675,0,0,0,0
18102,2-s2.0-85169295754,0,0,0,0
18103,2-s2.0-85170555032,0,0,0,0
18104,2-s2.0-85147415525,2,0,1,0
18105,2-s2.0-85145656019,4,1,1,1
18106,2-s2.0-85162657017,4,0,1,0
18107,2-s2.0-85152564394,5,0,1,0
18108,2-s2.0-85150696590,0,0,0,0
18109,2-s2.0-85147876183,2,0,1,0
18110,2-s2.0-85147313850,2,2,1,1
18111,2-s2.0-85170412335,3,0,1,0
18112,2-s2.0-85150937831,2,1,1,1
18113,2-s2.0-85166738824,2,0,1,0
18114,2-s2.0-85152966450,0,0,0,0
18115,2-s2.0-85148042433,4,0,1,0
18116,2-s2.0-85165902266,0,1,0,1
18117,2-s2.0-85137419881,2,2,1,1
18118,2-s2.0-85150844077,12,1,1,1
18119,2-s2.0-85148639816,0,0,0,0
18120,2-s2.0-85164534650,4,0,1,0
18121,2-s2.0-85153480360,2,4,1,1
18122,2-s2.0-85161092864,0,0,0,0
18123,2-s2.0-85105781604,3,3,1,1
18124,2-s2.0-85164661935,1,0,1,0
18125,2-s2.0-85169020403,3,0,1,0
18126,2-s2.0-85165666210,10,0,1,0
18127,2-s2.0-85158033102,4,0,1,0
18128,2-s2.0-85162132166,0,0,0,0
18129,2-s2.0-85147045696,0,0,0,0
18130,2-s2.0-85156178050,4,2,1,1
18131,2-s2.0-85142767270,4,0,1,0
18132,2-s2.0-85153254610,2,2,1,1
18133,2-s2.0-85147796074,5,0,1,0
18134,2-s2.0-85145399394,4,1,1,1
18135,2-s2.0-85163705211,0,1,0,1
18136,2-s2.0-85163731711,6,1,1,1
18137,2-s2.0-85146862052,6,0,1,0
18138,2-s2.0-85151869811,0,0,0,0
18139,2-s2.0-85168571194,0,0,0,0
18140,2-s2.0-85167930997,5,0,1,0
18141,2-s2.0-85168059883,5,0,1,0
18142,2-s2.0-85152906195,0,0,0,0
18143,2-s2.0-85146318934,6,1,1,1
18144,2-s2.0-85153676993,2,0,1,0
18145,2-s2.0-85160129707,0,0,0,0
18146,2-s2.0-85142785950,4,0,1,0
18147,2-s2.0-85151360287,2,1,1,1
18148,2-s2.0-85108858436,5,1,1,1
18149,2-s2.0-85164305449,5,0,1,0
18150,2-s2.0-85161925389,2,0,1,0
18151,2-s2.0-85166011403,0,0,0,0
18152,2-s2.0-85146937051,0,2,0,1
18153,2-s2.0-85151876042,4,0,1,0
18154,2-s2.0-85148718195,6,1,1,1
18155,2-s2.0-85147229884,3,6,1,1
18156,2-s2.0-85139791256,5,5,1,1
18157,2-s2.0-85165294746,4,0,1,0
18158,2-s2.0-85138749446,3,0,1,0
18159,2-s2.0-85149053514,5,2,1,1
18160,2-s2.0-85151744300,2,0,1,0
18161,2-s2.0-85163507304,0,0,0,0
18162,2-s2.0-85165167090,4,0,1,0
18163,2-s2.0-85165293613,6,0,1,0
18164,2-s2.0-85154063756,2,3,1,1
18165,2-s2.0-85160401428,4,0,1,0
18166,2-s2.0-85135897604,5,7,1,1
18167,2-s2.0-85145677788,2,1,1,1
18168,2-s2.0-85158968880,2,0,1,0
18169,2-s2.0-85153769107,0,0,0,0
18170,2-s2.0-85146763263,2,9,1,1
18171,2-s2.0-85162941385,3,0,1,0
18172,2-s2.0-85132348241,0,1,0,1
18173,2-s2.0-85147173249,0,0,0,0
18174,2-s2.0-85160886783,0,0,0,0
18175,2-s2.0-85147854271,0,1,0,1
18176,2-s2.0-85152719545,6,0,1,0
18177,2-s2.0-85151170154,7,0,1,0
18178,2-s2.0-85168243217,0,0,0,0
18179,2-s2.0-85153202082,0,0,0,0
18180,2-s2.0-85163716248,3,0,1,0
18181,2-s2.0-85166563958,5,0,1,0
18182,2-s2.0-85159242585,22,0,1,0
18183,2-s2.0-85150776266,6,0,1,0
18184,2-s2.0-85149143013,3,0,1,0
18185,2-s2.0-85159293941,0,0,0,0
18186,2-s2.0-85145492554,6,2,1,1
18187,2-s2.0-85150010273,0,6,0,1
18188,2-s2.0-85161154379,0,0,0,0
18189,2-s2.0-85163016299,1,0,1,0
18190,2-s2.0-85165159605,2,0,1,0
18191,2-s2.0-85146678824,3,0,1,0
18192,2-s2.0-85166304036,0,0,0,0
18193,2-s2.0-85147184654,2,0,1,0
18194,2-s2.0-85161635810,8,0,1,0
18195,2-s2.0-85163814996,0,0,0,0
18196,2-s2.0-85131041973,6,0,1,0
18197,2-s2.0-85143861866,7,0,1,0
18198,2-s2.0-85148729453,6,0,1,0
18199,2-s2.0-85159204991,6,0,1,0
18200,2-s2.0-85146859577,7,2,1,1
18201,2-s2.0-85153771104,6,0,1,0
18202,2-s2.0-85140576726,0,25,0,1
18203,2-s2.0-85168774607,4,0,1,0
18204,2-s2.0-85167793002,3,0,1,0
18205,2-s2.0-85144908788,0,0,0,0
18206,2-s2.0-85143083148,5,2,1,1
18207,2-s2.0-85146101505,0,1,0,1
18208,2-s2.0-85159840723,0,0,0,0
18209,2-s2.0-85147187078,0,1,0,1
18210,2-s2.0-85142148700,3,0,1,0
18211,2-s2.0-85161600389,4,0,1,0
18212,2-s2.0-85158958183,4,0,1,0
18213,2-s2.0-85162989497,0,0,0,0
18214,2-s2.0-85141459393,3,6,1,1
18215,2-s2.0-85168005679,4,0,1,0
18216,2-s2.0-85163351307,6,0,1,0
18217,2-s2.0-85165879304,5,0,1,0
18218,2-s2.0-85146781808,4,0,1,0
18219,2-s2.0-85153262247,4,0,1,0
18220,2-s2.0-85164759740,0,0,0,0
18221,2-s2.0-85168331947,2,0,1,0
18222,2-s2.0-85159825866,4,1,1,1
18223,2-s2.0-85145978035,4,0,1,0
18224,2-s2.0-85160336301,2,0,1,0
18225,2-s2.0-85152440681,0,0,0,0
18226,2-s2.0-85140033079,2,5,1,1
18227,2-s2.0-85148017835,0,1,0,1
18228,2-s2.0-85165945752,2,0,1,0
18229,2-s2.0-85165918680,5,0,1,0
18230,2-s2.0-85160155593,0,0,0,0
18231,2-s2.0-85152094132,3,0,1,0
18232,2-s2.0-85152109017,3,0,1,0
18233,2-s2.0-85146157549,5,0,1,0
18234,2-s2.0-85149067275,4,2,1,1
18235,2-s2.0-85148682963,3,0,1,0
18236,2-s2.0-85161408313,4,0,1,0
18237,2-s2.0-85165558438,4,0,1,0
18238,2-s2.0-85158911480,0,0,0,0
18239,2-s2.0-85147823028,1,0,1,0
18240,2-s2.0-85164254238,4,0,1,0
18241,2-s2.0-85170044388,0,0,0,0
18242,2-s2.0-85162194275,0,0,0,0
18243,2-s2.0-85143285406,2,0,1,0
18244,2-s2.0-85149313846,2,0,1,0
18245,2-s2.0-85144356516,2,1,1,1
18246,2-s2.0-85170540640,5,0,1,0
18247,2-s2.0-85130069322,0,0,0,0
18248,2-s2.0-85160215358,0,0,0,0
18249,2-s2.0-85160970129,0,1,0,1
18250,2-s2.0-85163930346,0,0,0,0
18251,2-s2.0-85156226419,3,0,1,0
18252,2-s2.0-85167831666,2,0,1,0
18253,2-s2.0-85169140173,5,0,1,0
18254,2-s2.0-85163429687,0,0,0,0
18255,2-s2.0-85151189732,1,0,1,0
18256,2-s2.0-85149036224,4,0,1,0
18257,2-s2.0-85163944467,4,0,1,0
18258,2-s2.0-85121759166,3,1,1,1
18259,2-s2.0-85164560347,6,0,1,0
18260,2-s2.0-85145692925,5,3,1,1
18261,2-s2.0-85150752126,4,0,1,0
18262,2-s2.0-85150283216,0,0,0,0
18263,2-s2.0-85149307758,4,1,1,1
18264,2-s2.0-85159634205,2,0,1,0
18265,2-s2.0-85162728567,0,0,0,0
18266,2-s2.0-85136536409,10,2,1,1
18267,2-s2.0-85169881680,2,0,1,0
18268,2-s2.0-85112299966,0,1,0,1
18269,2-s2.0-85147512411,2,1,1,1
18270,2-s2.0-85169607979,0,0,0,0
18271,2-s2.0-85160710473,2,0,1,0
18272,2-s2.0-85165684059,95,0,1,0
18273,2-s2.0-85144073090,3,0,1,0
18274,2-s2.0-85149569640,4,4,1,1
18275,2-s2.0-85163746672,0,0,0,0
18276,2-s2.0-85168371955,0,0,0,0
18277,2-s2.0-85151250579,0,0,0,0
18278,2-s2.0-85169516252,2,0,1,0
18279,2-s2.0-85167453490,5,0,1,0
18280,2-s2.0-85118303218,0,0,0,0
18281,2-s2.0-85154065584,2,1,1,1
18282,2-s2.0-85138560129,3,3,1,1
18283,2-s2.0-85159650772,0,3,0,1
18284,2-s2.0-85150344262,0,0,0,0
18285,2-s2.0-85147127978,6,1,1,1
18286,2-s2.0-85164005170,8,0,1,0
18287,2-s2.0-85165224523,4,0,1,0
18288,2-s2.0-85148548242,4,0,1,0
18289,2-s2.0-85150914151,3,0,1,0
18290,2-s2.0-85158915940,2,0,1,0
18291,2-s2.0-85146815824,4,0,1,0
18292,2-s2.0-85163289565,3,1,1,1
18293,2-s2.0-85128112750,2,1,1,1
18294,2-s2.0-85162125701,10,0,1,0
18295,2-s2.0-85139861441,2,0,1,0
18296,2-s2.0-85146121914,6,1,1,1
18297,2-s2.0-85159434379,0,0,0,0
18298,2-s2.0-85168606610,0,0,0,0
18299,2-s2.0-85164410449,0,0,0,0
18300,2-s2.0-85149299182,0,0,0,0
18301,2-s2.0-85153036551,3,3,1,1
18302,2-s2.0-85153968724,3,2,1,1
18303,2-s2.0-85166953202,3,0,1,0
18304,2-s2.0-85148057014,2,0,1,0
18305,2-s2.0-85164724086,6,0,1,0
18306,2-s2.0-85159462786,3,0,1,0
18307,2-s2.0-85165375384,4,0,1,0
18308,2-s2.0-85156165455,4,0,1,0
18309,2-s2.0-85147893078,2,1,1,1
18310,2-s2.0-85159092223,5,0,1,0
18311,2-s2.0-85135838525,3,0,1,0
18312,2-s2.0-85146425149,0,1,0,1
18313,2-s2.0-85150353378,2,0,1,0
18314,2-s2.0-85148695743,2,2,1,1
18315,2-s2.0-85146844503,5,0,1,0
18316,2-s2.0-85153957624,0,0,0,0
18317,2-s2.0-85161083006,2,0,1,0
18318,2-s2.0-85169651187,0,0,0,0
18319,2-s2.0-85169560872,6,0,1,0
18320,2-s2.0-85146899957,0,3,0,1
18321,2-s2.0-85164541176,23,3,1,1
18322,2-s2.0-85141709141,5,2,1,1
18323,2-s2.0-85161814128,5,0,1,0
18324,2-s2.0-85165049793,6,1,1,1
18325,2-s2.0-85129210502,3,1,1,1
18326,2-s2.0-85151564771,0,3,0,1
18327,2-s2.0-85166442235,3,0,1,0
18328,2-s2.0-85164492064,3,0,1,0
18329,2-s2.0-85150508934,2,0,1,0
18330,2-s2.0-85152049697,10,1,1,1
18331,2-s2.0-85135146346,4,6,1,1
18332,2-s2.0-85145770016,4,1,1,1
18333,2-s2.0-85152790710,0,0,0,0
18334,2-s2.0-85143134823,10,3,1,1
18335,2-s2.0-85162231038,2,0,1,0
18336,2-s2.0-85167455063,3,0,1,0
18337,2-s2.0-85168119019,0,0,0,0
18338,2-s2.0-85167878573,2,0,1,0
18339,2-s2.0-85151995101,0,0,0,0
18340,2-s2.0-85168156166,4,0,1,0
18341,2-s2.0-85146637956,0,13,0,1
18342,2-s2.0-85164828166,12,0,1,0
18343,2-s2.0-85138755350,0,2,0,1
18344,2-s2.0-85160797312,3,0,1,0
18345,2-s2.0-85144550715,4,6,1,1
18346,2-s2.0-85159758145,6,1,1,1
18347,2-s2.0-85149107377,6,5,1,1
18348,2-s2.0-85151337100,6,3,1,1
18349,2-s2.0-85169610411,2,0,1,0
18350,2-s2.0-85169294093,5,0,1,0
18351,2-s2.0-85166285863,2,0,1,0
18352,2-s2.0-85153850844,0,0,0,0
18353,2-s2.0-85148877270,3,3,1,1
18354,2-s2.0-85150254378,5,0,1,0
18355,2-s2.0-85141370040,0,1,0,1
18356,2-s2.0-85139943983,0,0,0,0
18357,2-s2.0-85149445563,21,1,1,1
18358,2-s2.0-85162023698,0,0,0,0
18359,2-s2.0-85164966806,0,1,0,1
18360,2-s2.0-85153610469,2,0,1,0
18361,2-s2.0-85165457391,3,0,1,0
18362,2-s2.0-85166406062,0,0,0,0
18363,2-s2.0-85150844280,5,6,1,1
18364,2-s2.0-85159308753,4,0,1,0
18365,2-s2.0-85145984442,0,0,0,0
18366,2-s2.0-85163191282,4,0,1,0
18367,2-s2.0-85124876936,0,2,0,1
18368,2-s2.0-85164390152,2,0,1,0
18369,2-s2.0-85146364013,0,1,0,1
18370,2-s2.0-85158044175,0,0,0,0
18371,2-s2.0-85166432105,1,0,1,0
18372,2-s2.0-85146645683,2,0,1,0
18373,2-s2.0-85169094062,0,0,0,0
18374,2-s2.0-85150019417,2,0,1,0
18375,2-s2.0-85162950228,5,0,1,0
18376,2-s2.0-85161225606,0,0,0,0
18377,2-s2.0-85149625445,23,6,1,1
18378,2-s2.0-85165201261,4,0,1,0
18379,2-s2.0-85160319313,0,0,0,0
18380,2-s2.0-85149410316,2,0,1,0
18381,2-s2.0-85140738980,0,1,0,1
18382,2-s2.0-85147661743,3,1,1,1
18383,2-s2.0-85148901816,10,0,1,0
18384,2-s2.0-85149067662,4,0,1,0
18385,2-s2.0-85158038702,0,0,0,0
18386,2-s2.0-85158037627,5,0,1,0
18387,2-s2.0-85166646293,0,1,0,1
18388,2-s2.0-85162811076,5,0,1,0
18389,2-s2.0-85167452261,0,0,0,0
18390,2-s2.0-85153320964,4,0,1,0
18391,2-s2.0-85165052090,3,0,1,0
18392,2-s2.0-85170176775,0,0,0,0
18393,2-s2.0-85160977963,0,1,0,1
18394,2-s2.0-85151617010,0,1,0,1
18395,2-s2.0-85147116252,5,0,1,0
18396,2-s2.0-85147384646,0,0,0,0
18397,2-s2.0-85150531023,3,1,1,1
18398,2-s2.0-85151152902,0,0,0,0
18399,2-s2.0-85146246325,3,0,1,0
18400,2-s2.0-85166951186,6,0,1,0
18401,2-s2.0-85142360193,0,0,0,0
18402,2-s2.0-85162784530,5,0,1,0
18403,2-s2.0-85169798092,0,0,0,0
18404,2-s2.0-85131739629,3,5,1,1
18405,2-s2.0-85163784249,5,0,1,0
18406,2-s2.0-85152617137,2,0,1,0
18407,2-s2.0-85150631706,0,0,0,0
18408,2-s2.0-85164290114,0,0,0,0
18409,2-s2.0-85166406078,19,0,1,0
18410,2-s2.0-85145645369,6,0,1,0
18411,2-s2.0-85152366592,5,0,1,0
18412,2-s2.0-85167896626,2,0,1,0
18413,2-s2.0-85162848299,0,0,0,0
18414,2-s2.0-85141525193,0,4,0,1
18415,2-s2.0-85163786597,0,1,0,1
18416,2-s2.0-85131714277,4,4,1,1
18417,2-s2.0-85152627695,20,0,1,0
18418,2-s2.0-85150648571,5,0,1,0
18419,2-s2.0-85164291576,4,0,1,0
18420,2-s2.0-85166383754,2,0,1,0
18421,2-s2.0-85145956280,5,0,1,0
18422,2-s2.0-85152255033,0,0,0,0
18423,2-s2.0-85167888536,3,0,1,0
18424,2-s2.0-85162831094,3,0,1,0
18425,2-s2.0-85141503597,2,1,1,1
18426,2-s2.0-85170109975,0,0,0,0
18427,2-s2.0-85161010875,0,0,0,0
18428,2-s2.0-85151475911,0,0,0,0
18429,2-s2.0-85147099810,3,1,1,1
18430,2-s2.0-85147514573,0,0,0,0
18431,2-s2.0-85150717391,0,3,0,1
18432,2-s2.0-85151145211,2,1,1,1
18433,2-s2.0-85145608517,7,1,1,1
18434,2-s2.0-85167437358,2,0,1,0
18435,2-s2.0-85142273390,0,1,0,1
18436,2-s2.0-85162802416,96,3,1,1
18437,2-s2.0-85169806413,2,0,1,0
18438,2-s2.0-85165189751,2,0,1,0
18439,2-s2.0-85160774000,5,0,1,0
18440,2-s2.0-85149402078,1,0,1,0
18441,2-s2.0-85140784173,5,0,1,0
18442,2-s2.0-85147388348,0,0,0,0
18443,2-s2.0-85148900743,6,3,1,1
18444,2-s2.0-85149073557,6,1,1,1
18445,2-s2.0-85146481285,5,19,1,1
18446,2-s2.0-85158056187,6,0,1,0
18447,2-s2.0-85162721229,3,0,1,0
18448,2-s2.0-85166651931,0,0,0,0
18449,2-s2.0-85167760550,0,0,0,0
18450,2-s2.0-85163513163,6,0,1,0
18451,2-s2.0-85153334404,3,0,1,0
18452,2-s2.0-85159301772,3,0,1,0
18453,2-s2.0-85145972142,3,0,1,0
18454,2-s2.0-85163217038,4,0,1,0
18455,2-s2.0-85132341833,6,4,1,1
18456,2-s2.0-85164444474,4,3,1,1
18457,2-s2.0-85146329496,0,0,0,0
18458,2-s2.0-85158101380,5,0,1,0
18459,2-s2.0-85146660949,3,1,1,1
18460,2-s2.0-85166422073,6,0,1,0
18461,2-s2.0-85169075276,5,0,1,0
18462,2-s2.0-85162954886,11,0,1,0
18463,2-s2.0-85161699941,2,0,1,0
18464,2-s2.0-85149770838,5,2,1,1
18465,2-s2.0-85153559491,0,0,0,0
18466,2-s2.0-85148867174,2,0,1,0
18467,2-s2.0-85150039224,2,0,1,0
18468,2-s2.0-85140050070,0,1,0,1
18469,2-s2.0-85162760272,2,0,1,0
18470,2-s2.0-85149424923,5,0,1,0
18471,2-s2.0-85162136467,3,0,1,0
18472,2-s2.0-85164952676,4,0,1,0
18473,2-s2.0-85153702237,4,0,1,0
18474,2-s2.0-85162955912,0,0,0,0
18475,2-s2.0-85166427007,6,0,1,0
18476,2-s2.0-85150967176,3,0,1,0
18477,2-s2.0-85146633420,0,1,0,1
18478,2-s2.0-85165074178,6,0,1,0
18479,2-s2.0-85139212840,4,1,1,1
18480,2-s2.0-85160946215,6,0,1,0
18481,2-s2.0-85144524529,0,0,0,0
18482,2-s2.0-85159632853,1,0,1,0
18483,2-s2.0-85147412525,5,9,1,1
18484,2-s2.0-85151565543,4,1,1,1
18485,2-s2.0-85168836100,10,0,1,0
18486,2-s2.0-85169292745,5,0,1,0
18487,2-s2.0-85166271575,97,0,1,0
18488,2-s2.0-85153855595,3,0,1,0
18489,2-s2.0-85166422553,1,0,1,0
18490,2-s2.0-85164493166,0,0,0,0
18491,2-s2.0-85150510826,0,0,0,0
18492,2-s2.0-85152094513,2,1,1,1
18493,2-s2.0-85135047228,0,0,0,0
18494,2-s2.0-85148610502,2,0,1,0
18495,2-s2.0-85152638732,5,0,1,0
18496,2-s2.0-85142922176,0,0,0,0
18497,2-s2.0-85162212419,0,0,0,0
18498,2-s2.0-85168112186,0,0,0,0
18499,2-s2.0-85167528561,5,0,1,0
18500,2-s2.0-85151992902,2,3,1,1
18501,2-s2.0-85167902197,6,0,1,0
18502,2-s2.0-85128496217,0,1,0,1
18503,2-s2.0-85150387081,2,0,1,0
18504,2-s2.0-85148702916,3,0,1,0
18505,2-s2.0-85146590839,2,2,1,1
18506,2-s2.0-85153897189,2,0,1,0
18507,2-s2.0-85161193874,2,0,1,0
18508,2-s2.0-85169514708,0,0,0,0
18509,2-s2.0-85169569834,0,0,0,0
18510,2-s2.0-85154572098,7,1,1,1
18511,2-s2.0-85146859403,0,0,0,0
18512,2-s2.0-85141587566,6,2,1,1
18513,2-s2.0-85165093901,2,0,1,0
18514,2-s2.0-85161660482,8,0,1,0
18515,2-s2.0-85123686154,1,10,1,1
18516,2-s2.0-85151545957,3,0,1,0
18517,2-s2.0-85149494229,1,1,1,1
18518,2-s2.0-85153394410,2,0,1,0
18519,2-s2.0-85165179798,0,0,0,0
18520,2-s2.0-85166751140,2,0,1,0
18521,2-s2.0-85148097920,6,1,1,1
18522,2-s2.0-85152724753,5,0,1,0
18523,2-s2.0-85159464803,6,0,1,0
18524,2-s2.0-85165335032,0,0,0,0
18525,2-s2.0-85156272728,4,2,1,1
18526,2-s2.0-85147892510,4,2,1,1
18527,2-s2.0-85135942753,3,8,1,1
18528,2-s2.0-85156149520,6,0,1,0
18529,2-s2.0-85146419977,5,2,1,1
18530,2-s2.0-85158845434,2,0,1,0
18531,2-s2.0-85146817479,3,1,1,1
18532,2-s2.0-85163306522,5,0,1,0
18533,2-s2.0-85133687706,5,0,1,0
18534,2-s2.0-85162014477,0,0,0,0
18535,2-s2.0-85140462429,0,0,0,0
18536,2-s2.0-85146088698,5,0,1,0
18537,2-s2.0-85159378506,0,0,0,0
18538,2-s2.0-85168621966,2,0,1,0
18539,2-s2.0-85164674677,4,0,1,0
18540,2-s2.0-85163724595,5,0,1,0
18541,2-s2.0-85151249852,0,2,0,1
18542,2-s2.0-85159287628,5,0,1,0
18543,2-s2.0-85167398139,5,0,1,0
18544,2-s2.0-85169520899,4,0,1,0
18545,2-s2.0-85118465399,3,1,1,1
18546,2-s2.0-85154051721,3,0,1,0
18547,2-s2.0-85131809229,3,3,1,1
18548,2-s2.0-85159625549,2,0,1,0
18549,2-s2.0-85150413956,5,0,1,0
18550,2-s2.0-85147134811,0,0,0,0
18551,2-s2.0-85164015242,0,1,0,1
18552,2-s2.0-85165053589,3,1,1,1
18553,2-s2.0-85148388741,9,1,1,1
18554,2-s2.0-85150923345,0,1,0,1
18555,2-s2.0-85150001373,4,1,1,1
18556,2-s2.0-85130714240,0,2,0,1
18557,2-s2.0-85160413502,2,0,1,0
18558,2-s2.0-85139433370,0,0,0,0
18559,2-s2.0-85162692587,0,0,0,0
18560,2-s2.0-85169898804,6,0,1,0
18561,2-s2.0-85115164736,8,1,1,1
18562,2-s2.0-85169612155,1,0,1,0
18563,2-s2.0-85147501421,5,3,1,1
18564,2-s2.0-85160720145,3,0,1,0
18565,2-s2.0-85169847217,0,0,0,0
18566,2-s2.0-85144079397,6,1,1,1
