Eid,Funding_Agency_Name,Subject_Field,Year
2-s2.0-85105159164,,2403,2021
2-s2.0-85105159164,,2726,2021
2-s2.0-85105159164,,2725,2021
2-s2.0-85107428581,,2741,2021
2-s2.0-85081925625,Chulalongkorn University National Research Council of Thailand and Center,1600,2021
2-s2.0-85081925625,Chulalongkorn University National Research Council of Thailand and Center,3104,2021
2-s2.0-85081925625,Chulalongkorn University National Research Council of Thailand and Center,2507,2021
2-s2.0-85081925625,Chulalongkorn University National Research Council of Thailand and Center,2505,2021
2-s2.0-85128052132,,2700,2021
2-s2.0-85128052132,,2800,2021
2-s2.0-85097736680,General Research Fund Hong Kong Research Grants Council,2721,2021
2-s2.0-85097736680,General Research Fund Hong Kong Research Grants Council,2715,2021
2-s2.0-85113755962,,2500,2021
2-s2.0-85113755962,,2211,2021
2-s2.0-85113755962,,2210,2021
2-s2.0-85107989341,,3300,2021
2-s2.0-85132163592,,2300,2021
2-s2.0-85087464005,Center Chulalongkorn University Thailand National Organization,1600,2021
2-s2.0-85087464005,Center Chulalongkorn University Thailand National Organization,3104,2021
2-s2.0-85087464005,Center Chulalongkorn University Thailand National Organization,2507,2021
2-s2.0-85087464005,Center Chulalongkorn University Thailand National Organization,2505,2021
2-s2.0-85092759690,,3301,2021
2-s2.0-85092759690,,3312,2021
2-s2.0-85105250168,,1000,2021
2-s2.0-85100781081,"Chulalongkorn University Ratchadaphiseksomphot fund, Faculty of Medicine, Chulalongkorn University",2723,2021
2-s2.0-85100781081,"Chulalongkorn University Ratchadaphiseksomphot fund, Faculty of Medicine, Chulalongkorn University",2403,2021
2-s2.0-85100781081,"Chulalongkorn University Ratchadaphiseksomphot fund, Faculty of Medicine, Chulalongkorn University",2740,2021
2-s2.0-85143272445,,2613,2021
2-s2.0-85143272445,,1303,2021
2-s2.0-85143272445,,1312,2021
2-s2.0-85143272445,,1706,2021
2-s2.0-85143272445,,1703,2021
2-s2.0-85143272445,,2605,2021
2-s2.0-85101052119,Chulalongkorn University,3105,2021
2-s2.0-85101052119,Chulalongkorn University,3104,2021
2-s2.0-85101052119,Chulalongkorn University,2508,2021
2-s2.0-85122206547,,3305,2021
2-s2.0-85122206547,,2300,2021
2-s2.0-85104391788,,1000,2021
2-s2.0-85113535269,CAS China Natural Science Foundation Chulalongkorn University DNL Cooperation Fund Dalian Science and Technology Bureau Joint Research Fund Liaoning-Shenyang National Laboratory for Materials Science LiaoNing Revitalization Talents Program Liaoning BaiQianWan Talents Program National Key R &D Program of China Thailand National Organization,1600,2021
2-s2.0-85113535269,CAS China Natural Science Foundation Chulalongkorn University DNL Cooperation Fund Dalian Science and Technology Bureau Joint Research Fund Liaoning-Shenyang National Laboratory for Materials Science LiaoNing Revitalization Talents Program Liaoning BaiQianWan Talents Program National Key R &D Program of China Thailand National Organization,2304,2021
2-s2.0-85113535269,CAS China Natural Science Foundation Chulalongkorn University DNL Cooperation Fund Dalian Science and Technology Bureau Joint Research Fund Liaoning-Shenyang National Laboratory for Materials Science LiaoNing Revitalization Talents Program Liaoning BaiQianWan Talents Program National Key R &D Program of China Thailand National Organization,1500,2021
2-s2.0-85113535269,CAS China Natural Science Foundation Chulalongkorn University DNL Cooperation Fund Dalian Science and Technology Bureau Joint Research Fund Liaoning-Shenyang National Laboratory for Materials Science LiaoNing Revitalization Talents Program Liaoning BaiQianWan Talents Program National Key R &D Program of China Thailand National Organization,2209,2021
2-s2.0-85099568611,,1600,2021
2-s2.0-85099568611,,1500,2021
2-s2.0-85099568611,,3100,2021
2-s2.0-85109441018,Center Chulalongkorn University,2500,2021
2-s2.0-85109441018,Center Chulalongkorn University,2211,2021
2-s2.0-85109441018,Center Chulalongkorn University,2505,2021
2-s2.0-85110772788,,2720,2021
2-s2.0-85106419699,,3304,2021
2-s2.0-85106419699,,1706,2021
2-s2.0-85107639251,,2200,2021
2-s2.0-85107150478,Thailand National Organization,1315,2021
2-s2.0-85107150478,Thailand National Organization,1303,2021
2-s2.0-85107150478,Thailand National Organization,1312,2021
2-s2.0-85107150478,Thailand National Organization,2002,2021
2-s2.0-85107150478,Thailand National Organization,2100,2021
2-s2.0-85120739514,,2404,2021
2-s2.0-85120739514,,2726,2021
2-s2.0-85103642361,,1403,2021
2-s2.0-85114110268,,1602,2021
2-s2.0-85114110268,,1607,2021
2-s2.0-85100506898,Chulalongkorn University Thailand National Organization,1602,2021
2-s2.0-85100506898,Chulalongkorn University Thailand National Organization,1601,2021
2-s2.0-85100506898,Chulalongkorn University Thailand National Organization,1313,2021
2-s2.0-85100506898,Chulalongkorn University Thailand National Organization,3003,2021
2-s2.0-85100506898,Chulalongkorn University Thailand National Organization,3002,2021
2-s2.0-85100506898,Chulalongkorn University Thailand National Organization,1606,2021
2-s2.0-85100506898,Chulalongkorn University Thailand National Organization,1605,2021
2-s2.0-85103805010,"Faculty of Medicine and Research Institute for Health Sciences, Chiang Mai University Siriraj Diabetes Center, Faculty of Medicine Siriraj Hospital, Mahidol University Thailand National Organization",2724,2021
2-s2.0-85103805010,"Faculty of Medicine and Research Institute for Health Sciences, Chiang Mai University Siriraj Diabetes Center, Faculty of Medicine Siriraj Hospital, Mahidol University Thailand National Organization",2712,2021
2-s2.0-85097030110,Chulabhorn Research Institute Chulalongkorn University Mae Fah Luang University Scientific and Technological Instruments Center,2507,2021
2-s2.0-85092688441,,3614,2021
2-s2.0-85092688441,,2741,2021
2-s2.0-85122623812,,1712,2021
2-s2.0-85122623812,,1709,2021
2-s2.0-85122623812,,1707,2021
2-s2.0-85122623812,,1705,2021
2-s2.0-85118311286,,1110,2021
2-s2.0-85103343095,,2741,2021
2-s2.0-85103343095,,2715,2021
2-s2.0-85126729156,,1300,2021
2-s2.0-85105214306,,1000,2021
2-s2.0-85110587325,Chulalongkorn University Thailand National Organization,1103,2021
2-s2.0-85110587325,Chulalongkorn University Thailand National Organization,3400,2021
2-s2.0-85120986382,,3109,2021
2-s2.0-85120986382,,2610,2021
2-s2.0-85120986382,,3100,2021
2-s2.0-85120986382,,2604,2021
2-s2.0-85106571469,,2708,2021
2-s2.0-85120901699,Health Systems Institute Khon Kaen University,2700,2021
2-s2.0-85117390923,,1000,2021
2-s2.0-85108908811,,3100,2021
2-s2.0-85112283891,,1200,2021
2-s2.0-85112283891,,3300,2021
2-s2.0-85112722805,,3305,2021
2-s2.0-85112722805,,2105,2021
2-s2.0-85112722805,,2301,2021
2-s2.0-85112722805,,2102,2021
2-s2.0-85112722805,,2308,2021
2-s2.0-85099885718,Chulalongkorn University Thailand National Organization,1600,2021
2-s2.0-85099885718,Chulalongkorn University Thailand National Organization,2507,2021
2-s2.0-85114729095,,3206,2021
2-s2.0-85114729095,,3205,2021
2-s2.0-85114729095,,2805,2021
2-s2.0-85110330826,,1000,2021
2-s2.0-85097898709,AOARD Asian Office of Aerospace Research and Development Chulalongkorn University Thailand National Organization,2504,2021
2-s2.0-85097898709,AOARD Asian Office of Aerospace Research and Development Chulalongkorn University Thailand National Organization,3107,2021
2-s2.0-85097898709,AOARD Asian Office of Aerospace Research and Development Chulalongkorn University Thailand National Organization,3104,2021
2-s2.0-85097898709,AOARD Asian Office of Aerospace Research and Development Chulalongkorn University Thailand National Organization,2508,2021
2-s2.0-85097898709,AOARD Asian Office of Aerospace Research and Development Chulalongkorn University Thailand National Organization,2208,2021
2-s2.0-85080117234,,1606,2021
2-s2.0-85080117234,,2508,2021
2-s2.0-85080117234,,2507,2021
2-s2.0-85090925271,Mahidol University Shizuoka University Thailand National Organization,1503,2021
2-s2.0-85090925271,Mahidol University Shizuoka University Thailand National Organization,1600,2021
2-s2.0-85121029434,Agence Nationale de la Recherche FEDER French Ministry of Foreign Affairs Ministère de l'Enseignement Supérieur et de la Recherche Scientifique Thailand National Organization University,1503,2021
2-s2.0-85121029434,Agence Nationale de la Recherche FEDER French Ministry of Foreign Affairs Ministère de l'Enseignement Supérieur et de la Recherche Scientifique Thailand National Organization University,1600,2021
2-s2.0-85121029434,Agence Nationale de la Recherche FEDER French Ministry of Foreign Affairs Ministère de l'Enseignement Supérieur et de la Recherche Scientifique Thailand National Organization University,1303,2021
2-s2.0-85121029434,Agence Nationale de la Recherche FEDER French Ministry of Foreign Affairs Ministère de l'Enseignement Supérieur et de la Recherche Scientifique Thailand National Organization University,1505,2021
2-s2.0-85105972161,,3400,2021
2-s2.0-85101045015,,1000,2021
2-s2.0-85103306730,,2700,2021
2-s2.0-85112366282,,2728,2021
2-s2.0-85112366282,,2703,2021
2-s2.0-85100886724,Chulalongkorn University,2700,2021
2-s2.0-85118342524,Chulalongkorn University Institute University,2404,2021
2-s2.0-85118342524,Chulalongkorn University Institute University,2726,2021
2-s2.0-85115148301,,3306,2021
2-s2.0-85115148301,,2717,2021
2-s2.0-85110803270,,1602,2021
2-s2.0-85110803270,,1601,2021
2-s2.0-85110803270,,1313,2021
2-s2.0-85110803270,,3003,2021
2-s2.0-85110803270,,3002,2021
2-s2.0-85110803270,,1606,2021
2-s2.0-85110803270,,1605,2021
2-s2.0-85103853276,,2504,2021
2-s2.0-85103853276,,2502,2021
2-s2.0-85103853276,,3107,2021
2-s2.0-85103853276,,2741,2021
2-s2.0-85112116070,,3613,2021
2-s2.0-85112116070,,2732,2021
2-s2.0-85120050022,,2700,2021
2-s2.0-85111659263,Chulalongkorn University JICA JST Thailand National Organization University,1600,2021
2-s2.0-85110685282,Thailand National Organization,2404,2021
2-s2.0-85110685282,Thailand National Organization,2725,2021
2-s2.0-85105556101,,2200,2021
2-s2.0-85126064210,,1705,2021
2-s2.0-85126064210,,1706,2021
2-s2.0-85126064210,,1712,2021
2-s2.0-85126064210,,1802,2021
2-s2.0-85126064210,,2213,2021
2-s2.0-85103984324,,2403,2021
2-s2.0-85103984324,,2804,2021
2-s2.0-85103984324,,1307,2021
2-s2.0-85103984324,,1306,2021
2-s2.0-85119036528,Chulalongkorn University Thailand National Organization,2800,2021
2-s2.0-85119036528,Chulalongkorn University Thailand National Organization,1300,2021
2-s2.0-85119036528,Chulalongkorn University Thailand National Organization,2400,2021
2-s2.0-85119036528,Chulalongkorn University Thailand National Organization,1110,2021
2-s2.0-85104606108,"AMED Chulalongkorn University Ministry of Education, Culture, Sports Ministry ofEducation, Culture, Sports Science and Technology of Japan",2500,2021
2-s2.0-85104606108,"AMED Chulalongkorn University Ministry of Education, Culture, Sports Ministry ofEducation, Culture, Sports Science and Technology of Japan",3104,2021
2-s2.0-85098943400,Chulalongkorn University Prince of Songkla University SAST Thailand Center,1700,2021
2-s2.0-85098943400,Chulalongkorn University Prince of Songkla University SAST Thailand Center,1600,2021
2-s2.0-85098943400,Chulalongkorn University Prince of Songkla University SAST Thailand Center,2500,2021
2-s2.0-85098943400,Chulalongkorn University Prince of Songkla University SAST Thailand Center,2211,2021
2-s2.0-85098943400,Chulalongkorn University Prince of Songkla University SAST Thailand Center,3100,2021
2-s2.0-85098943400,Chulalongkorn University Prince of Songkla University SAST Thailand Center,2605,2021
2-s2.0-85109390444,,2504,2021
2-s2.0-85109390444,,3104,2021
2-s2.0-85109390444,,1706,2021
2-s2.0-85109390444,,2604,2021
2-s2.0-85109390444,,2208,2021
2-s2.0-85111580365,Chulalongkorn University Thailand National Organization,2504,2021
2-s2.0-85111580365,Chulalongkorn University Thailand National Organization,1503,2021
2-s2.0-85111580365,Chulalongkorn University Thailand National Organization,2503,2021
2-s2.0-85111580365,Chulalongkorn University Thailand National Organization,1600,2021
2-s2.0-85111580365,Chulalongkorn University Thailand National Organization,2508,2021
2-s2.0-85111580365,Chulalongkorn University Thailand National Organization,2506,2021
2-s2.0-85111580365,Chulalongkorn University Thailand National Organization,2505,2021
2-s2.0-85111859830,,2205,2021
2-s2.0-85088990303,,2746,2021
2-s2.0-85088990303,,3504,2021
2-s2.0-85088990303,,2734,2021
2-s2.0-85088990303,,2733,2021
2-s2.0-85108997998,,3400,2021
2-s2.0-85117586058,,3106,2021
2-s2.0-85119959418,Center EPSRC Mahidol University Thailand National Organization,1503,2021
2-s2.0-85119959418,Center EPSRC Mahidol University Thailand National Organization,2504,2021
2-s2.0-85119959418,Center EPSRC Mahidol University Thailand National Organization,2503,2021
2-s2.0-85119959418,Center EPSRC Mahidol University Thailand National Organization,1600,2021
2-s2.0-85119959418,Center EPSRC Mahidol University Thailand National Organization,2508,2021
2-s2.0-85119959418,Center EPSRC Mahidol University Thailand National Organization,2506,2021
2-s2.0-85119959418,Center EPSRC Mahidol University Thailand National Organization,2505,2021
2-s2.0-85103031327,,3103,2021
2-s2.0-85103031327,,1912,2021
2-s2.0-85109827725,AstraZeneca Boehringer Ingelheim Bristol Myers Squibb Eli Lilly GlaxoSmithKline Merck Merck Sharp & Dohme NOVARTIS Foundation Novartis Healthcare Pvt Ltd. Novartis Pharmaceuticals Corporation Pfizer Prince of Songkla University Roche,2730,2021
2-s2.0-85109827725,AstraZeneca Boehringer Ingelheim Bristol Myers Squibb Eli Lilly GlaxoSmithKline Merck Merck Sharp & Dohme NOVARTIS Foundation Novartis Healthcare Pvt Ltd. Novartis Pharmaceuticals Corporation Pfizer Prince of Songkla University Roche,2740,2021
2-s2.0-85121296748,,1312,2021
2-s2.0-85121296748,,2401,2021
2-s2.0-85121296748,,1311,2021
2-s2.0-85085123493,,2746,2021
2-s2.0-85100822797,,2745,2021
2-s2.0-85100822797,,2732,2021
2-s2.0-85107573666,,1801,2021
2-s2.0-85107573666,,2203,2021
2-s2.0-85107573666,,2209,2021
2-s2.0-85107573666,,2213,2021
2-s2.0-85107573666,,2606,2021
2-s2.0-85107573666,,3313,2021
2-s2.0-85122493175,,3100,2021
2-s2.0-85103093062,"Faculty of Medicine, Khon Kaen University Thailand National Organization",2205,2021
2-s2.0-85103093062,"Faculty of Medicine, Khon Kaen University Thailand National Organization",2216,2021
2-s2.0-85103093062,"Faculty of Medicine, Khon Kaen University Thailand National Organization",2215,2021
2-s2.0-85103093062,"Faculty of Medicine, Khon Kaen University Thailand National Organization",2213,2021
2-s2.0-85103093062,"Faculty of Medicine, Khon Kaen University Thailand National Organization",2211,2021
2-s2.0-85082436638,,2611,2021
2-s2.0-85082436638,,1408,2021
2-s2.0-85082436638,,1804,2021
2-s2.0-85082436638,,1803,2021
2-s2.0-85092640719,,2504,2021
2-s2.0-85092640719,,3107,2021
2-s2.0-85092640719,,3104,2021
2-s2.0-85092640719,,1607,2021
2-s2.0-85092640719,,1606,2021
2-s2.0-85092640719,,2505,2021
2-s2.0-85110120875,,2712,2021
2-s2.0-85110120875,,2743,2021
2-s2.0-85110120875,,1310,2021
2-s2.0-85110120875,,2738,2021
2-s2.0-85110120875,,2748,2021
2-s2.0-85115776466,,2732,2021
2-s2.0-85122497978,,1711,2021
2-s2.0-85122497978,,2204,2021
2-s2.0-85122497978,,1707,2021
2-s2.0-85122497978,,2718,2021
2-s2.0-85115378540,,2726,2021
2-s2.0-85115378540,,2725,2021
2-s2.0-85115378540,,2736,2021
2-s2.0-85102679854,,1101,2021
2-s2.0-85102679854,,1105,2021
2-s2.0-85102679854,,1305,2021
2-s2.0-85102679854,,2402,2021
2-s2.0-85077384971,Center Chulalongkorn University,1602,2021
2-s2.0-85077384971,Center Chulalongkorn University,1500,2021
2-s2.0-85077384971,Center Chulalongkorn University,2507,2021
2-s2.0-85103640915,,2737,2021
2-s2.0-85103091464,Chulalongkorn University Thailand National Organization,2105,2021
2-s2.0-85103091464,Chulalongkorn University Thailand National Organization,2300,2021
2-s2.0-85103091464,Chulalongkorn University Thailand National Organization,1408,2021
2-s2.0-85103091464,Chulalongkorn University Thailand National Organization,2209,2021
2-s2.0-85114419200,"Chulalong-korn University Chulalongkorn University Faculty of Engineering, Kasetsart University NSRF Science and Technology Research Partnership for Sustainable Development",2205,2021
2-s2.0-85114419200,"Chulalong-korn University Chulalongkorn University Faculty of Engineering, Kasetsart University NSRF Science and Technology Research Partnership for Sustainable Development",2215,2021
2-s2.0-85101459601,"Chulalongkorn University Department of Laboratory Medicine, Chulalongkorn University Thailand National Organization",2723,2021
2-s2.0-85101459601,"Chulalongkorn University Department of Laboratory Medicine, Chulalongkorn University Thailand National Organization",2720,2021
2-s2.0-85101459601,"Chulalongkorn University Department of Laboratory Medicine, Chulalongkorn University Thailand National Organization",2739,2021
2-s2.0-85101459601,"Chulalongkorn University Department of Laboratory Medicine, Chulalongkorn University Thailand National Organization",1308,2021
2-s2.0-85101459601,"Chulalongkorn University Department of Laboratory Medicine, Chulalongkorn University Thailand National Organization",3607,2021
2-s2.0-85101459601,"Chulalongkorn University Department of Laboratory Medicine, Chulalongkorn University Thailand National Organization",2704,2021
2-s2.0-85101459601,"Chulalongkorn University Department of Laboratory Medicine, Chulalongkorn University Thailand National Organization",2726,2021
2-s2.0-85112814016,,1702,2021
2-s2.0-85112814016,,1705,2021
2-s2.0-85112814016,,1708,2021
2-s2.0-85112814016,,1710,2021
2-s2.0-85112814016,,2208,2021
2-s2.0-85112814016,,3105,2021
2-s2.0-85099478234,,1500,2021
2-s2.0-85099478234,,1603,2021
2-s2.0-85107237876,,1000,2021
2-s2.0-85105064709,Chulalongkorn University Thailand National Organization,1600,2021
2-s2.0-85105064709,Chulalongkorn University Thailand National Organization,1500,2021
2-s2.0-85124468337,,1408,2021
2-s2.0-85124468337,,1702,2021
2-s2.0-85124468337,,1705,2021
2-s2.0-85124468337,,2102,2021
2-s2.0-85124468337,,2105,2021
2-s2.0-85124468337,,2208,2021
2-s2.0-85124468337,,3322,2021
2-s2.0-85111445042,,3003,2021
2-s2.0-85106877111,,3300,2021
2-s2.0-85122150043,,2600,2021
2-s2.0-85120752934,,3400,2021
2-s2.0-85105528555,Center FCT MCTES Thailand National Organization Walailak University,1000,2021
2-s2.0-85099562394,Electrical Engineering Thai-French Research Center King Mongkut's University Uni-versité de Lorraine,2105,2021
2-s2.0-85125302743,CU Graduate School Chulalongkorn University,3611,2021
2-s2.0-85125302743,CU Graduate School Chulalongkorn University,3003,2021
2-s2.0-85113404231,,1405,2021
2-s2.0-85097215349,Department of Water Resources Hydro and Agro-Informatics Institute Japan Society for Promotion of Science Thailand Institute Thailand National Organization,2312,2021
2-s2.0-85128615895,Thailand National Organization,1000,2021
2-s2.0-85107973676,AMED Argonne National Laboratory CREST Chulalongkorn University DOE DOE Office of Science Institute Michigan Economic Development Corporation Michigan Technology Tri-Corridor Thailand National Organization,1305,2021
2-s2.0-85107973676,AMED Argonne National Laboratory CREST Chulalongkorn University DOE DOE Office of Science Institute Michigan Economic Development Corporation Michigan Technology Tri-Corridor Thailand National Organization,1304,2021
2-s2.0-85107973676,AMED Argonne National Laboratory CREST Chulalongkorn University DOE DOE Office of Science Institute Michigan Economic Development Corporation Michigan Technology Tri-Corridor Thailand National Organization,1315,2021
2-s2.0-85107973676,AMED Argonne National Laboratory CREST Chulalongkorn University DOE DOE Office of Science Institute Michigan Economic Development Corporation Michigan Technology Tri-Corridor Thailand National Organization,1303,2021
2-s2.0-85107973676,AMED Argonne National Laboratory CREST Chulalongkorn University DOE DOE Office of Science Institute Michigan Economic Development Corporation Michigan Technology Tri-Corridor Thailand National Organization,1311,2021
2-s2.0-85107973676,AMED Argonne National Laboratory CREST Chulalongkorn University DOE DOE Office of Science Institute Michigan Economic Development Corporation Michigan Technology Tri-Corridor Thailand National Organization,1706,2021
2-s2.0-85107049387,,1106,2021
2-s2.0-85109009620,Chulalongkorn University NXPO Thailand National Organization,2504,2021
2-s2.0-85109009620,Chulalongkorn University NXPO Thailand National Organization,3107,2021
2-s2.0-85109009620,Chulalongkorn University NXPO Thailand National Organization,3104,2021
2-s2.0-85109009620,Chulalongkorn University NXPO Thailand National Organization,1607,2021
2-s2.0-85109009620,Chulalongkorn University NXPO Thailand National Organization,1606,2021
2-s2.0-85109009620,Chulalongkorn University NXPO Thailand National Organization,2505,2021
2-s2.0-85135581937,,1212,2021
2-s2.0-85107650947,,1314,2021
2-s2.0-85107650947,,3004,2021
2-s2.0-85107650947,,2708,2021
2-s2.0-85099407486,,3305,2021
2-s2.0-85099407486,,2309,2021
2-s2.0-85099407486,,1901,2021
2-s2.0-85120801156,Chulalongkorn University Thailand National Organization,3300,2021
2-s2.0-85104829864,Center Chulalongkorn University Thailand National Organization,3500,2021
2-s2.0-85102441420,Japan Society for Promotion of Science Thailand National Organization,2504,2021
2-s2.0-85102441420,Japan Society for Promotion of Science Thailand National Organization,2503,2021
2-s2.0-85102441420,Japan Society for Promotion of Science Thailand National Organization,2502,2021
2-s2.0-85102441420,Japan Society for Promotion of Science Thailand National Organization,2501,2021
2-s2.0-85119184774,,2732,2021
2-s2.0-85117814852,,1606,2021
2-s2.0-85117814852,,1604,2021
2-s2.0-85117814852,,2505,2021
2-s2.0-85098555041,,1503,2021
2-s2.0-85098555041,,1600,2021
2-s2.0-85098555041,,1508,2021
2-s2.0-85117306866,,1705,2021
2-s2.0-85117306866,,1709,2021
2-s2.0-85117306866,,1710,2021
2-s2.0-85117306866,,1712,2021
2-s2.0-85105851194,,2800,2021
2-s2.0-85105851194,,3005,2021
2-s2.0-85117503838,,1300,2021
2-s2.0-85104510473,,1000,2021
2-s2.0-85114264178,Dairy Herd Health and Food Safety Funds UC Davis Library Open Access Fund United States Department of Agriculture National Institute,2404,2021
2-s2.0-85114264178,Dairy Herd Health and Food Safety Funds UC Davis Library Open Access Fund United States Department of Agriculture National Institute,1303,2021
2-s2.0-85114264178,Dairy Herd Health and Food Safety Funds UC Davis Library Open Access Fund United States Department of Agriculture National Institute,3000,2021
2-s2.0-85114264178,Dairy Herd Health and Food Safety Funds UC Davis Library Open Access Fund United States Department of Agriculture National Institute,2726,2021
2-s2.0-85114264178,Dairy Herd Health and Food Safety Funds UC Davis Library Open Access Fund United States Department of Agriculture National Institute,2725,2021
2-s2.0-85114264178,Dairy Herd Health and Food Safety Funds UC Davis Library Open Access Fund United States Department of Agriculture National Institute,2736,2021
2-s2.0-85118615734,,2105,2021
2-s2.0-85118615734,,2300,2021
2-s2.0-85101515535,,2211,2021
2-s2.0-85101515535,,2210,2021
2-s2.0-85101515535,,2506,2021
2-s2.0-85101515535,,2505,2021
2-s2.0-85103363289,,1602,2021
2-s2.0-85103363289,,1303,2021
2-s2.0-85103363289,,1110,2021
2-s2.0-85103363289,,1605,2021
2-s2.0-85104047347,,2703,2021
2-s2.0-85107183711,WHO World Health Organization,2310,2021
2-s2.0-85107183711,WHO World Health Organization,2739,2021
2-s2.0-85107183711,WHO World Health Organization,2307,2021
2-s2.0-85099913544,Agency for Healthcare Research and Quality Australian Government National Health and Medical Research Council DSF Department of Health and Human Services,2727,2021
2-s2.0-85124036561,,3304,2021
2-s2.0-85124036561,,1400,2021
2-s2.0-85124036561,,3301,2021
2-s2.0-85124036561,,2000,2021
2-s2.0-85124036561,,1208,2021
2-s2.0-85101803942,,3004,2021
2-s2.0-85113572829,,2730,2021
2-s2.0-85113572829,,2740,2021
2-s2.0-85101042958,,1404,2021
2-s2.0-85101042958,,2003,2021
2-s2.0-85101042958,,2002,2021
2-s2.0-85099427294,,1311,2021
2-s2.0-85109622410,,2721,2021
2-s2.0-85116481731,,2730,2021
2-s2.0-85116481731,,1306,2021
2-s2.0-85114036026,,2741,2021
2-s2.0-85105855441,Thailand National Organization,2731,2021
2-s2.0-85119829406,Thailand National Organization,2730,2021
2-s2.0-85119829406,Thailand National Organization,1311,2021
2-s2.0-85119829406,Thailand National Organization,1306,2021
2-s2.0-85098540606,Chulalongkorn University SAST Thailand National Organization,1605,2021
2-s2.0-85098540606,Chulalongkorn University SAST Thailand National Organization,2507,2021
2-s2.0-85098540606,Chulalongkorn University SAST Thailand National Organization,2505,2021
2-s2.0-85120572852,,2738,2021
2-s2.0-85099403676,Hirosaki University MEXT,2105,2021
2-s2.0-85098798932,Chulalongkorn University,2715,2021
2-s2.0-85111263685,,3005,2021
2-s2.0-85111263685,,2310,2021
2-s2.0-85111263685,,2307,2021
2-s2.0-85104407434,,2305,2021
2-s2.0-85104407434,,1500,2021
2-s2.0-85104407434,,1909,2021
2-s2.0-85104407434,,2102,2021
2-s2.0-85104407434,,2200,2021
2-s2.0-85104407434,,1706,2021
2-s2.0-85091295670,Chulalongkorn University,2715,2021
2-s2.0-85108876607,,1701,2021
2-s2.0-85108876607,,3305,2021
2-s2.0-85108876607,,2105,2021
2-s2.0-85108876607,,2215,2021
2-s2.0-85108876607,,2301,2021
2-s2.0-85108876607,,2102,2021
2-s2.0-85108876607,,1708,2021
2-s2.0-85108876607,,1705,2021
2-s2.0-85108876607,,2308,2021
2-s2.0-85100396964,,1303,2021
2-s2.0-85100396964,,1606,2021
2-s2.0-85100396964,,1605,2021
2-s2.0-85108251288,GSI IBM Thailand National Organization Tokyo University,2614,2021
2-s2.0-85108251288,GSI IBM Thailand National Organization Tokyo University,1700,2021
2-s2.0-85110690575,,2500,2021
2-s2.0-85110690575,,2211,2021
2-s2.0-85115065928,Chulalongkorn University,2900,2021
2-s2.0-85110655779,Chulalongkorn University NXPO PMU-B Thailand National Organization,2713,2021
2-s2.0-85110655779,Chulalongkorn University NXPO PMU-B Thailand National Organization,2726,2021
2-s2.0-85110655779,Chulalongkorn University NXPO PMU-B Thailand National Organization,2725,2021
2-s2.0-85101340921,,3304,2021
2-s2.0-85101340921,,1203,2021
2-s2.0-85101340921,,3310,2021
2-s2.0-85157212029,,2720,2021
2-s2.0-85157212029,,2730,2021
2-s2.0-85157212029,,2735,2021
2-s2.0-85118750480,,2205,2021
2-s2.0-85118750480,,2507,2021
2-s2.0-85098513557,,3004,2021
2-s2.0-85085099181,Graduate School of Prince of Songkla University National Rubber Innovation Research Institute Prince of Songkla University Thailand National Organization,2105,2021
2-s2.0-85118096274,,2735,2021
2-s2.0-85118096274,,2732,2021
2-s2.0-85109645961,Thailand National Organization,1000,2021
2-s2.0-85101922363,,3305,2021
2-s2.0-85101922363,,2105,2021
2-s2.0-85101922363,,2301,2021
2-s2.0-85101922363,,2102,2021
2-s2.0-85101922363,,2308,2021
2-s2.0-85108431701,Chulalongkorn University Mahidol University Thailand National Organization,1600,2021
2-s2.0-85108431701,Chulalongkorn University Mahidol University Thailand National Organization,1500,2021
2-s2.0-85111821795,SSN trust Sathyabama Institute,2105,2021
2-s2.0-85111821795,SSN trust Sathyabama Institute,2104,2021
2-s2.0-85111821795,SSN trust Sathyabama Institute,2103,2021
2-s2.0-85111821795,SSN trust Sathyabama Institute,2102,2021
2-s2.0-85109894549,,1701,2021
2-s2.0-85109894549,,3305,2021
2-s2.0-85109894549,,2105,2021
2-s2.0-85109894549,,2215,2021
2-s2.0-85109894549,,2301,2021
2-s2.0-85109894549,,2102,2021
2-s2.0-85109894549,,1708,2021
2-s2.0-85109894549,,1705,2021
2-s2.0-85109894549,,2308,2021
2-s2.0-85123259841,,2200,2021
2-s2.0-85114881634,"Faculty of Medicine, Khon Kaen University Japan Agency for Medical Research and Development Research Council of Norway",1000,2021
2-s2.0-85103755188,,2500,2021
2-s2.0-85108001482,,3400,2021
2-s2.0-85120995424,,3106,2021
2-s2.0-85116906188,,2209,2021
2-s2.0-85099201917,,3103,2021
2-s2.0-85099201917,,1912,2021
2-s2.0-85103924071,"Department of Medicine, University NCATS UIC Research Informatics Core",2805,2021
2-s2.0-85103924071,"Department of Medicine, University NCATS UIC Research Informatics Core",2802,2021
2-s2.0-85151224779,,3300,2021
2-s2.0-85111925272,,2808,2021
2-s2.0-85111925272,,2717,2021
2-s2.0-85111925272,,2728,2021
2-s2.0-85103540247,,2735,2021
2-s2.0-85105871549,CAS China Natural Science Foundation Chulalongkorn University DNL Cooperation Fund Dalian National Laboratory For Clean Energy LiaoNing Revitalization Talents Program Liaoning BaiQianWan Talents Program National Key R &D Program of China,3104,2021
