Eid,Funding_Agency_Name,Subject_Field,Year
2-s2.0-85105871549,CAS China Natural Science Foundation Chulalongkorn University DNL Cooperation Fund Dalian National Laboratory For Clean Energy LiaoNing Revitalization Talents Program Liaoning BaiQianWan Talents Program National Key R &D Program of China,3110,2021
2-s2.0-85105871549,CAS China Natural Science Foundation Chulalongkorn University DNL Cooperation Fund Dalian National Laboratory For Clean Energy LiaoNing Revitalization Talents Program Liaoning BaiQianWan Talents Program National Key R &D Program of China,2508,2021
2-s2.0-85109137337,,2003,2021
2-s2.0-85109137337,,2002,2021
2-s2.0-85095786606,,3206,2021
2-s2.0-85095786606,,2805,2021
2-s2.0-85095786606,,2802,2021
2-s2.0-85097511416,Advisory Board member for Abbvie Astellas Beiersdorf and Menarini Celgene Eli Lilly GSK GlaxoSmithKline Janssen Pharmaceutical Companies of Johnson & Johnson and holds stock in Johnson & Johnson Janssen-Cilag Meda Pharma S.p.A. Menarini Pfizer UDG Healthcare plc,2708,2021
2-s2.0-85122613942,,2700,2021
2-s2.0-85101992441,,2719,2021
2-s2.0-85101992441,,2739,2021
2-s2.0-85104627756,,3316,2021
2-s2.0-85104627756,,3305,2021
2-s2.0-85104627756,,3314,2021
2-s2.0-85104627756,,1202,2021
2-s2.0-85104627756,,3312,2021
2-s2.0-85117937470,ASAHI GLASS FOUNDATION Chulalongkorn University,1300,2021
2-s2.0-85092350230,,3500,2021
2-s2.0-85095603422,,2208,2021
2-s2.0-85095603422,,2604,2021
2-s2.0-85119371668,,2105,2021
2-s2.0-85115665011,Chulalongkorn University Thailand National Organization,1302,2021
2-s2.0-85115665011,Chulalongkorn University Thailand National Organization,2805,2021
2-s2.0-85101460855,,3316,2021
2-s2.0-85101460855,,3301,2021
2-s2.0-85110356348,,1314,2021
2-s2.0-85110356348,,3400,2021
2-s2.0-85120929451,,1000,2021
2-s2.0-85115131013,Chulalongkorn University JSPS JSPS-NRCT Thailand National Organization,2213,2021
2-s2.0-85115131013,Chulalongkorn University JSPS JSPS-NRCT Thailand National Organization,2201,2021
2-s2.0-85122814201,,1206,2021
2-s2.0-85122814201,,3322,2021
2-s2.0-85122814201,,2309,2021
2-s2.0-85122814201,,2308,2021
2-s2.0-85102056436,,2210,2021
2-s2.0-85116714628,Chulalongkorn University Ministry of Science and Technology Funding information Thailand National Organization,2507,2021
2-s2.0-85116714628,Chulalongkorn University Ministry of Science and Technology Funding information Thailand National Organization,2501,2021
2-s2.0-85116714628,Chulalongkorn University Ministry of Science and Technology Funding information Thailand National Organization,2502,2021
2-s2.0-85116714628,Chulalongkorn University Ministry of Science and Technology Funding information Thailand National Organization,2201,2021
2-s2.0-85110165880,Chulalongkorn University Mahidol University Thailand National Organization,2707,2021
2-s2.0-85101633445,,2200,2021
2-s2.0-85108652711,"Chulalongkorn University Faculty of Veterinary Medicine, Kasetsart University Kasetsart University Temasek Life Sciences Laboratory",2725,2021
2-s2.0-85108652711,"Chulalongkorn University Faculty of Veterinary Medicine, Kasetsart University Kasetsart University Temasek Life Sciences Laboratory",2406,2021
2-s2.0-85101517379,,2105,2021
2-s2.0-85101517379,,2103,2021
2-s2.0-85101517379,,2102,2021
2-s2.0-85101517379,,2002,2021
2-s2.0-85110397332,Chulalongkorn University Thailand National Organization,2305,2021
2-s2.0-85110397332,Chulalongkorn University Thailand National Organization,2304,2021
2-s2.0-85110397332,Chulalongkorn University Thailand National Organization,1600,2021
2-s2.0-85110397332,Chulalongkorn University Thailand National Organization,2310,2021
2-s2.0-85110397332,Chulalongkorn University Thailand National Organization,2739,2021
2-s2.0-85110397332,Chulalongkorn University Thailand National Organization,2307,2021
2-s2.0-85098947409,Chulalongkorn University Thailand National Organization,1500,2021
2-s2.0-85098947409,Chulalongkorn University Thailand National Organization,2103,2021
2-s2.0-85098947409,Chulalongkorn University Thailand National Organization,2102,2021
2-s2.0-85112117858,,1106,2021
2-s2.0-85112117858,,2404,2021
2-s2.0-85112117858,,3306,2021
2-s2.0-85112117858,,3601,2021
2-s2.0-85112117858,,1110,2021
2-s2.0-85143848866,,2700,2021
2-s2.0-85143848866,,1700,2021
2-s2.0-85099920579,,2700,2021
2-s2.0-85116578184,,2713,2021
2-s2.0-85116578184,,2719,2021
2-s2.0-85116578184,,2739,2021
2-s2.0-85119610168,,2404,2021
2-s2.0-85119610168,,1303,2021
2-s2.0-85119610168,,3000,2021
2-s2.0-85119610168,,2726,2021
2-s2.0-85119610168,,2725,2021
2-s2.0-85119610168,,2736,2021
2-s2.0-85107563807,ASAHI GLASS FOUNDATION Thailand National Organization,2206,2021
2-s2.0-85092731141,,2715,2021
2-s2.0-85103394339,,2746,2021
2-s2.0-85103394339,,2720,2021
2-s2.0-85103394339,,2730,2021
2-s2.0-85121674769,Chulalongkorn University Thailand National Organization,1403,2021
2-s2.0-85121674769,Chulalongkorn University Thailand National Organization,3315,2021
2-s2.0-85121674769,Chulalongkorn University Thailand National Organization,2214,2021
2-s2.0-85121674769,Chulalongkorn University Thailand National Organization,1706,2021
2-s2.0-85121674769,Chulalongkorn University Thailand National Organization,3309,2021
2-s2.0-85102493531,,3305,2021
2-s2.0-85102493531,,2105,2021
2-s2.0-85102493531,,2301,2021
2-s2.0-85102493531,,2102,2021
2-s2.0-85102493531,,2308,2021
2-s2.0-85121008658,,2700,2021
2-s2.0-85123289800,,2905,2021
2-s2.0-85123289800,,2914,2021
2-s2.0-85123289800,,2901,2021
2-s2.0-85094605505,Chulalongkorn University Thailand National Organization,2504,2021
2-s2.0-85094605505,Chulalongkorn University Thailand National Organization,3107,2021
2-s2.0-85094605505,Chulalongkorn University Thailand National Organization,3104,2021
2-s2.0-85094605505,Chulalongkorn University Thailand National Organization,1607,2021
2-s2.0-85094605505,Chulalongkorn University Thailand National Organization,1606,2021
2-s2.0-85094605505,Chulalongkorn University Thailand National Organization,2505,2021
2-s2.0-85113929060,Chulalongkorn University TSRI Fund,1702,2021
2-s2.0-85113929060,Chulalongkorn University TSRI Fund,1705,2021
2-s2.0-85113929060,Chulalongkorn University TSRI Fund,1708,2021
2-s2.0-85113929060,Chulalongkorn University TSRI Fund,1710,2021
2-s2.0-85113929060,Chulalongkorn University TSRI Fund,2208,2021
2-s2.0-85096749915,,2100,2021
2-s2.0-85112669457,,2201,2021
2-s2.0-85112669457,,3101,2021
2-s2.0-85108626936,Chulalongkorn University,1213,2021
2-s2.0-85108626936,Chulalongkorn University,1202,2021
2-s2.0-85108626936,Chulalongkorn University,3322,2021
2-s2.0-85108626936,Chulalongkorn University,1210,2021
2-s2.0-85103384634,,2507,2021
2-s2.0-85103384634,,1605,2021
2-s2.0-85103384634,,2505,2021
2-s2.0-85102276868,Chulalongkorn University Machine Learning Thailand National Organization,2207,2021
2-s2.0-85102276868,Chulalongkorn University Machine Learning Thailand National Organization,2102,2021
2-s2.0-85102276868,Chulalongkorn University Machine Learning Thailand National Organization,2208,2021
2-s2.0-85118447425,,3304,2021
2-s2.0-85118447425,,1706,2021
2-s2.0-85106335078,Kasetsart University Thailand National Organization,1104,2021
2-s2.0-85106335078,Kasetsart University Thailand National Organization,1110,2021
2-s2.0-85115323201,,3100,2021
2-s2.0-85098461867,,2300,2021
2-s2.0-85098461867,,1111,2021
2-s2.0-85098461867,,1110,2021
2-s2.0-85116857847,Chulalongkorn University Thailand National Organization,1602,2021
2-s2.0-85116857847,Chulalongkorn University Thailand National Organization,1607,2021
2-s2.0-85119360754,,3106,2021
2-s2.0-85101523759,Center Chulalongkorn University JASSO Kumatomo University Thailand National Organization,1500,2021
2-s2.0-85101523759,Center Chulalongkorn University JASSO Kumatomo University Thailand National Organization,2103,2021
2-s2.0-85101523759,Center Chulalongkorn University JASSO Kumatomo University Thailand National Organization,2102,2021
2-s2.0-85101523759,Center Chulalongkorn University JASSO Kumatomo University Thailand National Organization,1605,2021
2-s2.0-85113253707,,1313,2021
2-s2.0-85113253707,,2406,2021
2-s2.0-85113253707,,2736,2021
2-s2.0-85103665192,Burapha University Faculty of Pharmaceutical Sciences,1305,2021
2-s2.0-85103665192,Burapha University Faculty of Pharmaceutical Sciences,3003,2021
2-s2.0-85107067806,,2504,2021
2-s2.0-85107067806,,2208,2021
2-s2.0-85104496188,Chulalongkorn University Thailand National Organization,2404,2021
2-s2.0-85104496188,Chulalongkorn University Thailand National Organization,2403,2021
2-s2.0-85104496188,Chulalongkorn University Thailand National Organization,3004,2021
2-s2.0-85104496188,Chulalongkorn University Thailand National Organization,2726,2021
2-s2.0-85114146888,,1203,2021
2-s2.0-85114146888,,3304,2021
2-s2.0-85114146888,,3310,2021
2-s2.0-85114010007,Chulalongkorn University Thailand National Organization,2105,2021
2-s2.0-85114010007,Chulalongkorn University Thailand National Organization,2103,2021
2-s2.0-85114010007,Chulalongkorn University Thailand National Organization,2102,2021
2-s2.0-85114010007,Chulalongkorn University Thailand National Organization,2101,2021
2-s2.0-85114010007,Chulalongkorn University Thailand National Organization,2606,2021
2-s2.0-85114010007,Chulalongkorn University Thailand National Organization,2208,2021
2-s2.0-85104147053,,2205,2021
2-s2.0-85100159824,,3106,2021
2-s2.0-85119598107,,2725,2021
2-s2.0-85107053622,Baiya Phytopharm Co. Ltd Chulalongkorn University Thailand National Organization,1110,2021
2-s2.0-85114347143,Chulalongkorn University,2731,2021
2-s2.0-85114347143,Chulalongkorn University,2809,2021
2-s2.0-85114347143,Chulalongkorn University,2804,2021
2-s2.0-85116058112,Indian Space Research Organization Universiti Kebangsaan Malaysia VSSC,1600,2021
2-s2.0-85116058112,Indian Space Research Organization Universiti Kebangsaan Malaysia VSSC,2507,2021
2-s2.0-85108350026,Chulalongkorn University,1602,2021
2-s2.0-85108350026,Chulalongkorn University,1601,2021
2-s2.0-85108350026,Chulalongkorn University,1313,2021
2-s2.0-85108350026,Chulalongkorn University,3003,2021
2-s2.0-85108350026,Chulalongkorn University,3002,2021
2-s2.0-85108350026,Chulalongkorn University,1606,2021
2-s2.0-85108350026,Chulalongkorn University,1605,2021
2-s2.0-85099933313,Chulalongkorn University Thailand National Organization,2404,2021
2-s2.0-85099933313,Chulalongkorn University Thailand National Organization,1105,2021
2-s2.0-85099933313,Chulalongkorn University Thailand National Organization,1303,2021
2-s2.0-85099933313,Chulalongkorn University Thailand National Organization,1314,2021
2-s2.0-85099933313,Chulalongkorn University Thailand National Organization,2611,2021
2-s2.0-85099933313,Chulalongkorn University Thailand National Organization,1312,2021
2-s2.0-85099933313,Chulalongkorn University Thailand National Organization,1311,2021
2-s2.0-85099933313,Chulalongkorn University Thailand National Organization,1706,2021
2-s2.0-85111493922,Chulalongkorn University Discretionary Funds of the President of Akita University JSPS Japan Mining Promotive Foundation NRF-NEP Society of Resource Geology and University,1907,2021
2-s2.0-85111493922,Chulalongkorn University Discretionary Funds of the President of Akita University JSPS Japan Mining Promotive Foundation NRF-NEP Society of Resource Geology and University,1906,2021
2-s2.0-85100496450,,2200,2021
2-s2.0-85111377162,,1105,2021
2-s2.0-85114042056,,1302,2021
2-s2.0-85114042056,,2805,2021
2-s2.0-85086838098,,1106,2021
2-s2.0-85090789309,CAPES CNPq FAPESP Otsuka Queen’s University SEAMO,2808,2021
2-s2.0-85090789309,CAPES CNPq FAPESP Otsuka Queen’s University SEAMO,2804,2021
2-s2.0-85103779760,,2711,2021
2-s2.0-85099262870,Chula-longkorn University Chulalongkorn University Malaysia Thailand Joint Authority Research Cess Fund Thailand National Organization,1000,2021
2-s2.0-85100682868,MJIIT-UTM Ministry of Higher Education UTM,2300,2021
2-s2.0-85100682868,MJIIT-UTM Ministry of Higher Education UTM,1111,2021
2-s2.0-85100682868,MJIIT-UTM Ministry of Higher Education UTM,1110,2021
2-s2.0-85092942852,,2105,2021
2-s2.0-85092942852,,2104,2021
2-s2.0-85092942852,,2103,2021
2-s2.0-85092942852,,2102,2021
2-s2.0-85119606326,"Chulalongkorn University Faculty of Science, Thailand Science research and Innovation Fund Chulalongkorn University Thailand National Organization",1501,2021
2-s2.0-85119606326,"Chulalongkorn University Faculty of Science, Thailand Science research and Innovation Fund Chulalongkorn University Thailand National Organization",2311,2021
2-s2.0-85119606326,"Chulalongkorn University Faculty of Science, Thailand Science research and Innovation Fund Chulalongkorn University Thailand National Organization",2310,2021
2-s2.0-85119606326,"Chulalongkorn University Faculty of Science, Thailand Science research and Innovation Fund Chulalongkorn University Thailand National Organization",1508,2021
2-s2.0-85106489006,Center Chulalongkorn University Thailand Graduate Institute Thailand National Organization,1602,2021
2-s2.0-85114386800,Center Thailand National Organization,2500,2021
2-s2.0-85116035800,Chulalongkorn University Thailand National Organization,1313,2021
2-s2.0-85116035800,Chulalongkorn University Thailand National Organization,3003,2021
2-s2.0-85116035800,Chulalongkorn University Thailand National Organization,3002,2021
2-s2.0-85108322359,ASAHI GLASS FOUNDATION Chula-longkorn University Chulalongkorn University Thailand National Organization,2500,2021
2-s2.0-85108322359,ASAHI GLASS FOUNDATION Chula-longkorn University Chulalongkorn University Thailand National Organization,3105,2021
2-s2.0-85108322359,ASAHI GLASS FOUNDATION Chula-longkorn University Chulalongkorn University Thailand National Organization,2200,2021
2-s2.0-85108322359,ASAHI GLASS FOUNDATION Chula-longkorn University Chulalongkorn University Thailand National Organization,1508,2021
2-s2.0-85108322359,ASAHI GLASS FOUNDATION Chula-longkorn University Chulalongkorn University Thailand National Organization,1706,2021
2-s2.0-85108322359,ASAHI GLASS FOUNDATION Chula-longkorn University Chulalongkorn University Thailand National Organization,1507,2021
2-s2.0-85111429336,,1105,2021
2-s2.0-85111429336,,1109,2021
2-s2.0-85100070171,,2728,2021
2-s2.0-85100508333,"Chulalongkorn University Department of Civil Engineering, Chulalongkorn University JICA Thailand National Organization University",2200,2021
2-s2.0-85111359461,,2731,2021
2-s2.0-85122986468,,1712,2021
2-s2.0-85122986468,,1709,2021
2-s2.0-85122986468,,1707,2021
2-s2.0-85122986468,,1705,2021
2-s2.0-85086781984,,1106,2021
2-s2.0-85090731455,King Mongkut's University Thailand National Organization,1600,2021
2-s2.0-85090731455,King Mongkut's University Thailand National Organization,1500,2021
2-s2.0-85090731455,King Mongkut's University Thailand National Organization,3100,2021
2-s2.0-85103823443,,1106,2021
2-s2.0-85103823443,,2404,2021
2-s2.0-85103823443,,3306,2021
2-s2.0-85103823443,,3601,2021
2-s2.0-85103823443,,1110,2021
2-s2.0-85099221462,Chulalongkorn University Japan Society for Promotion of Science Thailand National Organization,1000,2021
2-s2.0-85100816221,,2300,2021
2-s2.0-85100816221,,1111,2021
2-s2.0-85100816221,,1110,2021
2-s2.0-85118539771,,2700,2021
2-s2.0-85106290770,"Faculty of Medicine, Khon Kaen University Thailand National Organization",1908,2021
2-s2.0-85116411740,Guru Nanak Dev University Taif University,1304,2021
2-s2.0-85116411740,Guru Nanak Dev University Taif University,2501,2021
2-s2.0-85116411740,Guru Nanak Dev University Taif University,2610,2021
2-s2.0-85116411740,Guru Nanak Dev University Taif University,3100,2021
2-s2.0-85116411740,Guru Nanak Dev University Taif University,1606,2021
2-s2.0-85098453671,Australian Government Chulalongkorn University Doctoral Degree Chulalongkorn University NCI RMIT,1712,2021
2-s2.0-85098453671,Australian Government Chulalongkorn University Doctoral Degree Chulalongkorn University NCI RMIT,1706,2021
2-s2.0-85098453671,Australian Government Chulalongkorn University Doctoral Degree Chulalongkorn University NCI RMIT,2718,2021
2-s2.0-85116869417,Chulalongkorn University,1000,2021
2-s2.0-85119375244,,2105,2021
2-s2.0-85119375244,,2103,2021
2-s2.0-85119375244,,2102,2021
2-s2.0-85119375244,,2101,2021
2-s2.0-85119375244,,2606,2021
2-s2.0-85119375244,,2208,2021
2-s2.0-85101709949,Alabama Agricultural Experiment Station Auburn University National Institute Thailand National Organization U.S. Department of Agriculture,1500,2021
2-s2.0-85101709949,Alabama Agricultural Experiment Station Auburn University National Institute Thailand National Organization U.S. Department of Agriculture,2103,2021
